key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
95,"裁縫師",64,"クラフタースクリップ:赤貨","クズクロス・ディフェンダーロングキルト",1,False,840,650,470,40,126,"MasterpieceSupplyMultiplier#1",64,0,"クズクロス・レンジャーチュニック",1,False,920,710,510,40,143,"MasterpieceSupplyMultiplier#1",65,0,"クズクロス・スカウトトラウザー",1,False,840,650,470,40,144,"MasterpieceSupplyMultiplier#1",64,0,"クズクロス・ヒーラーハット",1,False,840,650,470,40,90,"MasterpieceSupplyMultiplier#1",64,0,"クズクロス・ヒーラーローブ",1,False,920,710,510,40,144,"MasterpieceSupplyMultiplier#1",65,0,"クズクロス・キャスターロングキルト",1,False,840,650,470,40,144,"MasterpieceSupplyMultiplier#1",64,0,"クズクロス・キャスターコルセット",1,False,840,650,470,40,89,"MasterpieceSupplyMultiplier#1",64,0,"クズクロス・クラフターキャップ",1,False,920,710,510,40,72,"MasterpieceSupplyMultiplier#1",65,0
96,"裁縫師",66,"クラフタースクリップ:赤貨","サージレンジャーハット",1,False,1000,780,560,40,94,"MasterpieceSupplyMultiplier#1",66,0,"サージレンジャーホーズ",1,False,1090,850,610,40,147,"MasterpieceSupplyMultiplier#1",67,0,"サージヒーラーホーズ",1,False,1090,850,610,40,147,"MasterpieceSupplyMultiplier#1",67,0,"サージキャスターハット",1,False,1000,780,560,40,94,"MasterpieceSupplyMultiplier#1",66,0,"サージキャスターガンビスン",1,False,1090,850,610,40,147,"MasterpieceSupplyMultiplier#1",67,0,"サージクラフターサルエル",1,False,1090,850,610,40,93,"MasterpieceSupplyMultiplier#1",67,0,"サージギャザラーサルエル",1,False,1090,850,610,40,93,"MasterpieceSupplyMultiplier#1",67,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
97,"錬金術師",60,"クラフタースクリップ:赤貨","インデックス・オブ・キュプロ",1,False,580,450,320,40,94,"MasterpieceSupplyMultiplier#1",61,0,"コーデックス・オブ・キュプロ",1,False,580,450,320,40,94,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
98,"錬金術師",62,"クラフタースクリップ:赤貨","ギュウキグリモア",1,False,660,520,370,40,88,"MasterpieceSupplyMultiplier#1",62,0,"ギュウキコーデックス",1,False,660,520,370,40,88,"MasterpieceSupplyMultiplier#1",62,0,"強錬精薬",1,False,660,520,370,40,46,"MasterpieceSupplyMultiplier#1",62,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
99,"錬金術師",64,"クラフタースクリップ:赤貨","タイガーグリモア",1,False,920,710,510,40,109,"MasterpieceSupplyMultiplier#1",65,0,"タイガーコーデックス",1,False,920,710,510,40,101,"MasterpieceSupplyMultiplier#1",65,0,"名匠の薬茶",1,False,840,650,470,40,48,"MasterpieceSupplyMultiplier#1",64,0,"巨匠の薬茶",1,False,920,710,510,40,49,"MasterpieceSupplyMultiplier#1",65,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
100,"錬金術師",66,"クラフタースクリップ:赤貨","マーリドグリモア",1,False,1090,850,610,40,92,"MasterpieceSupplyMultiplier#1",67,0,"マーリドコーデックス",1,False,1090,850,610,40,92,"MasterpieceSupplyMultiplier#1",67,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
101,"調理師",60,"クラフタースクリップ:赤貨","ロークワットジュース",1,False,580,450,320,40,32,"MasterpieceSupplyMultiplier#1",61,0,"バクラヴァ",1,False,580,450,320,40,20,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
102,"調理師",62,"クラフタースクリップ:赤貨","蕎麦茶",1,False,660,520,370,40,39,"MasterpieceSupplyMultiplier#1",62,0,"とろろ蕎麦",1,False,760,590,420,40,42,"MasterpieceSupplyMultiplier#1",63,0,"サザエの壺焼",1,False,760,590,420,40,14,"MasterpieceSupplyMultiplier#1",63,0,"グリルドチャー",1,False,660,520,370,40,9,"MasterpieceSupplyMultiplier#1",62,0,"カーシャ",1,False,660,520,370,40,32,"MasterpieceSupplyMultiplier#1",62,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
103,"調理師",64,"クラフタースクリップ:赤貨","ショルログ",1,False,920,710,510,40,30,"MasterpieceSupplyMultiplier#1",65,0,"カエルの餡かけ",1,False,920,710,510,40,48,"MasterpieceSupplyMultiplier#1",65,0,"がめ煮",1,False,920,710,510,40,53,"MasterpieceSupplyMultiplier#1",65,0,"クラブコロッケ",1,False,840,650,470,40,42,"MasterpieceSupplyMultiplier#1",64,0,"豆腐の味噌汁",1,False,840,650,470,40,34,"MasterpieceSupplyMultiplier#1",64,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
104,"調理師",66,"クラフタースクリップ:赤貨","パーシモンプディング",1,False,1090,850,610,40,49,"MasterpieceSupplyMultiplier#1",67,0,"芙蓉蟹",1,False,1090,850,610,40,39,"MasterpieceSupplyMultiplier#1",67,0,"天ぷら盛り合わせ",1,False,1000,780,560,40,37,"MasterpieceSupplyMultiplier#1",66,0,"ステップサラダ",1,False,1000,780,560,40,58,"MasterpieceSupplyMultiplier#1",66,0,"潮汁",1,False,1090,850,610,40,38,"MasterpieceSupplyMultiplier#1",67,0,"ゼラスープ",1,False,1000,780,560,40,58,"MasterpieceSupplyMultiplier#1",66,0,"遊牧民風ミートパイ",1,False,1000,780,560,40,47,"MasterpieceSupplyMultiplier#1",66,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
105,"採掘師",50,"ギャザラースクリップ:赤貨","大龍黒曜石",1,False,370,340,240,20,5,"MasterpieceSupplyMultiplier#2",50,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
106,"採掘師",50,"ギャザラースクリップ:赤貨","黄銅鉱",1,False,370,340,240,80,12,"MasterpieceSupplyMultiplier#6",50,3,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
107,"採掘師",51,"ギャザラースクリップ:赤貨","黄鉄鉱",1,False,370,340,240,80,12,"MasterpieceSupplyMultiplier#6",51,0,"イエロークォーツ",1,False,370,340,240,80,12,"MasterpieceSupplyMultiplier#6",52,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
108,"採掘師",53,"ギャザラースクリップ:赤貨","輝銅鉱",1,False,500,450,320,80,13,"MasterpieceSupplyMultiplier#6",53,0,"褐鉄鉱",1,False,500,450,400,80,14,"MasterpieceSupplyMultiplier#6",54,0,"グリーンクォーツ",1,False,500,450,400,80,14,"MasterpieceSupplyMultiplier#6",55,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
109,"採掘師",56,"ギャザラースクリップ:赤貨","古竜骨片",1,False,500,470,450,30,8,"MasterpieceSupplyMultiplier#3",56,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
110,"採掘師",59,"ギャザラースクリップ:赤貨","テクタイト",1,False,500,470,450,30,9,"MasterpieceSupplyMultiplier#3",59,0,"イブニングジェード",1,False,500,470,450,30,10,"MasterpieceSupplyMultiplier#3",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
111,"採掘師",56,"ギャザラースクリップ:赤貨","アバラシア岩塩",1,False,500,470,450,80,20,"MasterpieceSupplyMultiplier#7",56,0,"赤鉄鉱",1,False,500,470,450,80,20,"MasterpieceSupplyMultiplier#7",57,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
112,"採掘師",58,"ギャザラースクリップ:赤貨","レッドクォーツ",1,False,500,470,450,80,22,"MasterpieceSupplyMultiplier#7",58,0,"赤銅鉱",1,False,500,470,450,80,22,"MasterpieceSupplyMultiplier#7",59,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
113,"採掘師",60,"ギャザラースクリップ:赤貨","アダマン鉱",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
114,"採掘師",60,"ギャザラースクリップ:赤貨","皇金鉱",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"光霊銀鉱",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
115,"採掘師",60,"ギャザラースクリップ:赤貨","金雲母",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
116,"採掘師",60,"ギャザラースクリップ:赤貨","アストラルグラベル",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"バイオレットクォーツ",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
117,"採掘師",60,"ギャザラースクリップ:赤貨","ブルークォーツ",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
118,"採掘師",60,"ギャザラースクリップ:赤貨","レッドアルメン",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
119,"採掘師",60,"ギャザラースクリップ:赤貨","菱亜鉛鉱",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"メテオライト",1,False,500,470,450,80,23,"MasterpieceSupplyMultiplier#7",60,1,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
120,"採掘師",60,"ギャザラースクリップ:赤貨","ギラバニアアルメン",1,False,500,470,450,20,12,"MasterpieceSupplyMultiplier#4",60,2,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
121,"採掘師",61,"ギャザラースクリップ:赤貨","ギラバニア鉱泉水",1,False,500,470,450,20,13,"MasterpieceSupplyMultiplier#4",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
122,"採掘師",61,"ギャザラースクリップ:赤貨","魔銅鉱",1,False,500,470,450,20,13,"MasterpieceSupplyMultiplier#4",63,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
123,"採掘師",66,"ギャザラースクリップ:赤貨","翠銀砂",1,False,500,470,450,20,14,"MasterpieceSupplyMultiplier#4",66,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
124,"採掘師",66,"ギャザラースクリップ:赤貨","翠銀鉱",1,False,500,470,450,20,15,"MasterpieceSupplyMultiplier#4",68,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
125,"採掘師",60,"ギャザラースクリップ:赤貨","トリフェーン原石",1,False,500,470,450,43,25,"MasterpieceSupplyMultiplier#8",60,2,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
126,"採掘師",61,"ギャザラースクリップ:赤貨","スタースピネル原石",1,False,500,470,450,40,35,"MasterpieceSupplyMultiplier#8",63,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
127,"採掘師",66,"ギャザラースクリップ:赤貨","アズライト原石",1,False,500,470,450,40,40,"MasterpieceSupplyMultiplier#8",66,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
128,"園芸師",50,"ギャザラースクリップ:赤貨","シーダー原木",1,False,370,340,240,20,5,"MasterpieceSupplyMultiplier#2",50,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
129,"園芸師",50,"ギャザラースクリップ:赤貨","オールドワールドフィグ",1,False,370,340,240,80,12,"MasterpieceSupplyMultiplier#6",50,3,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
130,"園芸師",51,"ギャザラースクリップ:赤貨","ポルチーニ",1,False,370,340,240,80,12,"MasterpieceSupplyMultiplier#6",51,0,"プチキャベツ",1,False,500,450,320,80,13,"MasterpieceSupplyMultiplier#6",52,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
131,"園芸師",53,"ギャザラースクリップ:赤貨","クルザス茶葉",1,False,500,450,320,80,13,"MasterpieceSupplyMultiplier#6",53,0,"ドラヴァニアミスルトゥ",1,False,500,450,400,80,14,"MasterpieceSupplyMultiplier#6",54,0,"チャイブ",1,False,500,450,400,80,14,"MasterpieceSupplyMultiplier#6",55,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
